ID,Unvocalized,Vocalized,Root,Normalized,Triliteral,Past,Future,Imperative,Passive
8910,مات,مَاتَ,موت,مات,1,1,1,1,0
8911,مار,مَارَ,مور,مار,1,1,1,1,0
8912,لاج,لَاجَ,لوج,لاج,1,0,0,0,0
8913,ماس,مَاسَ,موس,ماس,1,0,0,0,0
8914,ماه,مَاهَ,موه,ماه,1,1,1,1,0
8915,قار,قَارَ,قور,قار,1,0,0,0,0
8916,ناح,نَاحَ,نوح,ناح,1,0,0,0,0
8917,ناش,نَاشَ,نوش,ناش,1,0,0,0,0
8918,قاع,قَاعَ,قوع,قاع,1,1,1,1,0
8919,ثار,ثَارَ,ثور,ثار,1,1,1,1,0
8920,حاك,حَاكَ,حوك,حاك,1,0,0,0,0
8921,باس,بَاسَ,بوس,باس,1,0,0,0,0
8922,صان,صَانَ,صون,صان,1,0,0,0,0
8923,سام,سَامَ,سوم,سام,1,0,0,0,0
8924,طاد,طَادَ,طود,طاد,1,1,1,1,0
8925,ضار,ضَارَ,ضور,ضار,1,0,0,0,0
8926,جار,جَارَ,جور,جار,1,1,1,1,0
8927,داف,دَافَ,دوف,داف,1,0,0,0,0
8928,شاع,شَاعَ,شوع,شاع,1,1,1,1,0
8929,شاق,شَاقَ,شوق,شاق,1,0,0,0,0
8930,نار,نَارَ,نور,نار,1,1,1,1,0
8931,راج,رَاجَ,روج,راج,1,1,1,1,0
8932,شاف,شَافَ,شوف,شاف,1,0,0,0,0
8933,بال,بَالَ,بول,بال,1,1,1,1,0
8934,غاث,غَاثَ,غيث,غاث,1,0,0,0,0
8935,لات,لَاتَ,لوت,لات,1,0,0,0,0
8936,حاز,حَازَ,حيز,حاز,1,0,0,0,0
8937,هار,هَارَ,هور,هار,1,0,0,0,0
8938,هان,هَانَ,هون,هان,1,1,1,1,0
8939,هاش,هَاشَ,هوش,هاش,1,0,0,0,0
8940,ناه,نَاهَ,نوه,ناه,1,0,0,0,0
8941,عاد,عَادَ,عود,عاد,1,0,0,0,0
8942,ساط,سَاطَ,سوط,ساط,1,0,0,0,0
8943,لاه,لَاهَ,لوه,لاه,1,0,0,0,0
8944,هاد,هَادَ,هود,هاد,1,1,1,1,0
8945,ناف,نَافَ,نوف,ناف,1,0,0,0,0
8946,ناض,نَاضَ,نوض,ناض,1,0,0,0,0
8947,تاب,تَابَ,توب,تاب,1,1,1,1,0
8948,ماص,مَاصَ,موص,ماص,1,0,0,0,0
8949,صاب,صَابَ,صوب,صاب,1,0,0,0,0
8950,زاج,زَاجَ,زوج,زاج,1,1,1,1,0
8951,مات,مَاتَ,موت,مات,1,1,1,1,0
8952,راس,رَاسَ,روس,راس,1,0,0,0,0
8953,ذاد,ذَادَ,ذود,ذاد,1,0,0,0,0
8954,نام,نَامَ,نوم,نام,1,0,0,0,0
8955,صاغ,صَاغَ,صوغ,صاغ,1,0,0,0,0
8956,ساق,سَاقَ,سوق,ساق,1,0,0,0,0
8957,راح,رَاحَ,روح,راح,1,0,0,0,0
8958,غار,غَارَ,غور,غار,1,0,0,0,0
8959,طاح,طَاحَ,طوح,طاح,1,1,1,1,0
8960,هال,هَالَ,هيل,هال,1,0,0,0,0
8961,ساغ,سَاغَ,سوغ,ساغ,1,0,0,0,0
8962,راب,رَابَ,روب,راب,1,1,1,1,0
8963,لاط,لَاطَ,لوط,لاط,1,0,0,0,0
8964,ناب,نَابَ,نوب,ناب,1,1,1,1,0
8965,ساد,سَادَ,سود,ساد,1,0,0,0,0
8966,جام,جَامَ,جوم,جام,1,1,1,1,0
8967,طار,طَارَ,طور,طار,1,0,0,0,0
8968,راع,رَاعَ,روع,راع,1,0,0,0,0
8969,فاز,فَازَ,فوز,فاز,1,1,1,1,0
8970,فار,فَارَ,فور,فار,1,1,1,1,0
8971,حار,حَارَ,حور,حار,1,1,1,1,0
8972,شاب,شَابَ,شوب,شاب,1,0,0,0,0
8973,راث,رَاثَ,روث,راث,1,1,1,1,0
8974,لاح,لَاحَ,لوح,لاح,1,0,0,0,0
8975,ناس,نَاسَ,نوس,ناس,1,0,0,0,0
8976,عاج,عَاجَ,عوج,عاج,1,0,0,0,0
8977,ناط,نَاطَ,نوط,ناط,1,0,0,0,0
8978,حاك,حَاكَ,حيك,حاك,1,0,0,0,0
8979,طاف,طَافَ,طوف,طاف,1,0,0,0,0
8980,غار,غَارَ,غير,غار,1,1,1,1,0
8981,راح,رَاحَ,روح,راح,1,1,1,1,0
8982,خاف,خَافَ,خوف,خاف,1,0,0,0,0
8983,داد,دَادَ,دود,داد,1,1,1,1,0
8984,خال,خَالَ,خيل,خال,1,0,0,0,0
8985,راح,رَاحَ,روح,راح,1,0,0,0,0
8986,حار,حَارَ,حير,حار,1,1,1,1,0
8987,نام,نَامَ,نوم,نام,1,0,0,0,0
8988,ساس,سَاسَ,سوس,ساس,1,1,1,1,0
8989,شاك,شَاكَ,شوك,شاك,1,0,0,0,0
8990,نام,نَامَ,نوم,نام,1,0,0,0,0
8991,راح,رَاحَ,روح,راح,1,0,0,0,0
8992,هاب,هَابَ,هيب,هاب,1,0,0,0,0
8993,أضاع,أَضَاعَ,ضيع,ءضاع,0,0,0,0,0
8994,أعال,أَعَالَ,عول,ءعال,0,0,0,0,0
8995,أفاض,أَفَاضَ,فيض,ءفاض,0,0,0,0,0
8996,أخاف,أَخَافَ,خوف,ءخاف,0,0,0,0,0
8997,أراح,أَرَاحَ,روح,ءراح,0,0,0,0,0
8998,أراق,أَرَاقَ,روق,ءراق,0,0,0,0,0
8999,أبان,أَبَانَ,بين,ءبان,0,0,0,0,0
9000,أصاب,أَصَابَ,صوب,ءصاب,0,0,0,0,0
9001,أشاد,أَشَادَ,شيد,ءشاد,0,0,0,0,0
9002,أماط,أَمَاطَ,ميط,ءماط,0,0,0,0,0
9003,أذاب,أَذَابَ,ذوب,ءذاب,0,0,0,0,0
9004,أنام,أَنَامَ,نوم,ءنام,0,0,0,0,0
9005,أشاح,أَشَاحَ,شيح,ءشاح,0,0,0,0,0
9006,أفاد,أَفَادَ,فود،فيد,ءفاد,0,0,0,0,0
9007,أطال,أَطَالَ,طول,ءطال,0,0,0,0,0
9008,أجاع,أَجَاعَ,جوع,ءجاع,0,0,0,0,0
9009,أجار,أَجَارَ,جير,ءجار,0,0,0,0,0
9010,أحار,أَحَارَ,حور,ءحار,0,0,0,0,0
9011,أساغ,أَسَاغَ,سوغ,ءساغ,0,0,0,0,0
9012,أدار,أَدَارَ,دور,ءدار,0,0,0,0,0
9013,ألام,أَلَامَ,لوم,ءلام,0,0,0,0,0
9014,أزال,أَزَالَ,زيل,ءزال,0,0,0,0,0
9015,أبات,أَبَاتَ,بىت,ءبات,0,0,0,0,0
9016,أنار,أَنَارَ,نور,ءنار,0,0,0,0,0
9017,ألاذ,أَلَاذَ,لوذ,ءلاذ,0,1,1,1,0
9018,أطاع,أَطَاعَ,طوع,ءطاع,0,0,0,0,0
9019,أذاق,أَذَاقَ,ذوق,ءذاق,0,0,0,0,0
9020,أفاخ,أَفَاخَ,فوخ,ءفاخ,0,1,1,1,0
9021,أراد,أَرَادَ,رود,ءراد,0,0,0,0,0
9022,أجاز,أَجَازَ,جوز,ءجاز,0,0,0,0,0
9023,ألان,أَلَانَ,لين,ءلان,0,0,0,0,0
9024,أعاش,أَعَاشَ,عيش,ءعاش,0,0,0,0,0
9025,أشاع,أَشَاعَ,شيع,ءشاع,0,0,0,0,0
9026,أقام,أَقَامَ,قوم,ءقام,0,0,0,0,0
9027,أصات,أَصَاتَ,صوت,ءصات,0,0,0,0,0
9028,أتاح,أَتَاحَ,تيح,ءتاح,0,0,0,0,0
9029,أمال,أَمَالَ,ميل,ءمال,0,0,0,0,0
9030,أهاب,أَهَابَ,هيب,ءهاب,0,1,1,1,0
9031,أراث,أَرَاثَ,ريث,ءراث,0,0,0,0,0
9032,أعار,أَعَارَ,عور,ءعار,0,0,0,0,0
9033,أباح,أَبَاحَ,بوح,ءباح,0,0,0,0,0
9034,أزاغ,أَزَاغَ,زيغ,ءزاغ,0,0,0,0,0
9035,أجال,أَجَالَ,جول,ءجال,0,0,0,0,0
9036,أراب,أَرَابَ,ريب,ءراب,0,0,0,0,0
9037,أدان,أَدَانَ,دين,ءدان,0,0,0,0,0
9038,أدام,أَدَامَ,دوم,ءدام,0,0,0,0,0
9039,أثار,أَثَارَ,ثور,ءثار,0,0,0,0,0
9040,أشار,أَشَارَ,شور,ءشار,0,0,0,0,0
9041,أخال,أَخَالَ,خيل,ءخال,0,0,0,0,0
9042,أفاح,أَفَاحَ,فوح،فيح,ءفاح,0,0,0,0,0
9043,أغاض,أَغَاضَ,غيض,ءغاض,0,0,0,0,0
9044,ألاع,أَلَاعَ,لوع،ليع,ءلاع,0,0,0,0,0
9045,أسال,أَسَالَ,سيل,ءسال,0,0,0,0,0
9046,أطاف,أَطَافَ,طيف,ءطاف,0,1,1,1,0
9047,أصاخ,أَصَاخَ,صوخ,ءصاخ,0,1,1,1,0
9048,أطار,أَطَارَ,طير,ءطار,0,0,0,0,0
9049,أراع,أَرَاعَ,روع,ءراع,0,0,0,0,0
9050,أغال,أَغَالَ,غيل,ءغال,0,0,0,0,0
9051,أناف,أَنَافَ,نوف,ءناف,0,1,1,1,0
9052,أعاق,أَعَاقَ,عوق,ءعاق,0,0,0,0,0
9053,أناط,أَنَاطَ,نوط,ءناط,0,0,0,0,0
9054,أحال,أَحَالَ,حول,ءحال,0,0,0,0,0
9055,أغاظ,أَغَاظَ,غيظ,ءغاظ,0,0,0,0,0
9056,أهاج,أَهَاجَ,هيج,ءهاج,0,0,0,0,0
9057,أنال,أَنَالَ,نول,ءنال,0,0,0,0,0
9058,أناب,أَنَابَ,نوب,ءناب,0,0,0,0,0
9059,أعاد,أَعَادَ,عود,ءعاد,0,0,0,0,0
9060,أغاث,أَغَاثَ,غيث,ءغاث,0,0,0,0,0
9061,أطاق,أَطَاقَ,طوق,ءطاق,0,0,0,0,0
9062,أغار,أَغَارَ,غير,ءغار,0,0,0,0,0
9063,أزاح,أَزَاحَ,زوح،زيح,ءزاح,0,0,0,0,0
9064,أطاب,أَطَابَ,طيب,ءطاب,0,0,0,0,0
9065,أناخ,أَنَاخَ,نوخ,ءناخ,0,0,0,0,0
9066,أذاع,أَذَاعَ,ذيع,ءذاع,0,0,0,0,0
9067,أغاث,أَغَاثَ,غوث,ءغاث,0,0,0,0,0
9068,أجاب,أَجَابَ,جوب,ءجاب,0,0,0,0,0
9069,أعاذ,أَعَاذَ,عوذ,ءعاذ,0,0,0,0,0
9070,أعان,أَعَانَ,عون,ءعان,0,0,0,0,0
9071,أزال,أَزَالَ,زول,ءزال,0,0,0,0,0
9072,أطاح,أَطَاحَ,طيح,ءطاح,0,0,0,0,0
9073,أضاف,أَضَافَ,ضيف,ءضاف,0,0,0,0,0
9074,أحاط,أَحَاطَ,حوط,ءحاط,0,0,0,0,0
9075,أباد,أَبَادَ,بيد,ءباد,0,0,0,0,0
9076,أغار,أَغَارَ,غور,ءغار,0,0,0,0,0
9077,أحاق,أَحَاقَ,حيق,ءحاق,0,0,0,0,0
9078,أهان,أَهَانَ,هون,ءهان,0,0,0,0,0
9079,أزاغ,أزَاغَ,زوغ,ءزاغ,0,0,0,0,0
9080,أقال,أَقَالَ,قيل,ءقال,0,0,0,0,0
9081,أغام,أَغَامَ,غيم,ءغام,0,1,1,1,0
9082,أمات,أَمَاتَ,موت,ءمات,0,0,0,0,0
9083,أفاق,أَفَاقَ,فوق,ءفاق,0,0,0,0,0
9084,ألاح,أَلَاحَ,لوح,ءلاح,0,0,0,0,0
9085,أثاب,أَثَابَ,ثوب,ءثاب,0,0,0,0,0
9086,أطاف,أَطَافَ,طوف,ءطاف,0,0,0,0,0
9087,أجاد,أَجَادَ,جود,ءجاد,0,0,0,0,0
9088,انساب,اِنْسَابَ,سيب,انساب,0,1,1,1,0
9089,احتاج,اِحْتَاجَ,حوج,احتاج,0,1,1,1,0
9090,اصطاف,اِصْطَافَ,صيف,اصطاف,0,1,1,1,0
9091,ازدان,اِزْدَانَ,زين,ازدان,0,1,1,1,0
9092,انطار,اِنْطَارَ,طير,انطار,0,1,1,1,0
9093,ارتاح,اِرْتَاحَ,روح,ارتاح,0,1,1,1,0
9094,اقتات,اِقْتَاتَ,قوت,اقتات,0,0,0,0,0
9095,ازداد,اِزْدَادَ,زود،زيد,ازداد,0,0,0,0,0
9096,اختال,اِخْتَالَ,خيل,اختال,0,1,1,1,0
9097,اختار,اِخْتَارَ,خير,اختار,0,0,0,0,0
9098,انجال,اِنْجَالَ,جول,انجال,0,1,1,1,0
9099,انصاب,اِنْصَابَ,صوب,انصاب,0,1,1,1,0
9100,احتال,اِحْتَالَ,حول,احتال,0,1,1,1,0
9101,انصاع,اِنْصَاعَ,صوع،صيع,انصاع,0,1,1,1,0
9102,انهال,اِنْهَالَ,هيل,انهال,0,1,1,1,0
9103,انضاف,اِنْضَافَ,ضيف,انضاف,0,1,1,1,0
9104,ارتاع,اِرْتَاعَ,روع,ارتاع,0,1,1,1,0
9105,انحاز,اِنْحَازَ,حوز,انحاز,0,1,1,1,0
9106,اهتاج,اِهْتَاجَ,هيج,اهتاج,0,1,1,1,0
9107,انتاب,اِنْتَابَ,نوب,انتاب,0,0,0,0,0
9108,احتاط,اِحْتَاطَ,حوط,احتاط,0,1,1,1,0
9109,اغتال,اِغْتَالَ,غول،غيل,اغتال,0,0,0,0,0
9110,اغتاب,اِغْتَابَ,غيب,اغتاب,0,0,0,0,0
9111,انزاح,اِنْزَاحَ,زوح،زيح,انزاح,0,1,1,1,0
9112,اصطاد,اِصْطَادَ,صيد,اصطاد,0,0,0,0,0
9113,انصات,اِنْصَاتَ,صوت,انصات,0,1,1,1,0
9114,ابتاع,اِبْتَاعَ,بيع,ابتاع,0,0,0,0,0
9115,اكتال,اِكْتَالَ,كيل,اكتال,0,0,0,0,0
9116,انضاج,اِنْضَاجَ,ضوج,انضاج,0,1,1,1,0
9117,انثال,اِنْثَالَ,نثل,انثال,0,1,1,1,0
9118,ارتاب,اِرْتَابَ,ريب,ارتاب,0,1,1,1,0
9119,انغاض,اِنْغَاضَ,غيض,انغاض,0,1,1,1,0
9120,اغتار,اِغْتَارَ,غير,اغتار,0,1,1,1,0
9121,انطاد,اِنْطَادَ,طود,انطاد,0,1,1,1,0
9122,اغتاظ,اِغْتَاظَ,غيظ,اغتاظ,0,1,1,1,0
9123,انجاب,اِنْجَابَ,جوب,انجاب,0,1,1,1,0
9124,انطاع,اِنْطَاعَ,طوع,انطاع,0,1,1,1,0
9125,اجتاح,اِجْتَاحَ,جوح,اجتاح,0,0,0,0,0
9126,اعتاد,اِعْتَادَ,عود,اعتاد,0,0,0,0,0
9127,امتاح,اِمْتَاحَ,متح,امتاح,0,0,0,0,0
9128,اقتاد,اِقْتَادَ,قود,اقتاد,0,0,0,0,0
9129,انساق,اِنْسَاقَ,سوق,انساق,0,1,1,1,0
9130,اغتال,اِغْتَالَ,غيل,اغتال,0,0,0,0,0
9131,اغتاب,اِغْتَابَ,غيب,اغتاب,0,0,0,0,0
9132,التاع,اِلْتَاعَ,لوع,التاع,0,1,1,1,0
9133,ارتاد,اِرْتَادَ,رود,ارتاد,0,0,0,0,0
9134,انقاد,اِنْقَادَ,قود,انقاد,0,1,1,1,0
9135,امتاز,اِمْتَازَ,ميز,امتاز,0,1,1,1,0
9136,اجتاز,اِجْتَازَ,جوز,اجتاز,0,0,0,0,0
9137,انهار,اِنْهَارَ,هور,انهار,0,1,1,1,0
9138,انقاض,اِنْقَاضَ,قوض,انقاض,0,1,1,1,0
9139,انصاح,اِنْصَاحَ,صوح،صيح,انصاح,0,1,1,1,0
9140,انساب,اِنْسَابَ,نسب,انساب,0,1,1,1,0
9141,اشتاق,اِشْتَاقَ,شوق,اشتاق,0,0,0,0,0
9142,استفاق,اِسْتَفَاقَ,فوق,استفاق,0,0,0,0,0
9143,استضاف,اِسْتَضَافَ,ضيف,استضاف,0,0,0,0,0
9144,استفاد,اِسْتَفَادَ,فود،فيد,استفاد,0,1,1,1,0
9145,استطاب,اِسْتَطَابَ,طيب,استطاب,0,0,0,0,0
9146,استدان,اِسْتَدَانَ,دين,استدان,0,0,0,0,0
9147,استجار,اِسْتَجَارَ,جور,استجار,0,0,0,0,0
9148,استحال,اِسْتَحَالَ,حول,استحال,0,0,0,0,0
9149,استدار,اِسْتَدَارَ,دور,استدار,0,1,1,1,0
9150,استفاض,اِسْتَفَاضَ,فيض,استفاض,0,0,0,0,0
9151,استمات,اِسْتَمَاتَ,موت,استمات,0,1,1,1,0
9152,استعاذ,اِسْتَعَاذَ,عوذ,استعاذ,0,1,1,1,0
9153,استباح,اِسْتَبَاحَ,بوح,استباح,0,0,0,0,0
9154,استزاد,اِسْتَزَادَ,زيد,استزاد,0,0,0,0,0
9155,استنار,اِسْتَنَارَ,نور,استنار,0,0,0,0,0
9156,استشاط,اِسْتَشَاطَ,شيط,استشاط,0,1,1,1,0
9157,استبان,اِسْتَبَانَ,بين,استبان,0,0,0,0,0
9158,استطار,اِسْتَطَارَ,طير,استطار,0,0,0,0,0
9159,استساغ,اِسْتَسَاغَ,سوغ,استساغ,0,0,0,0,0
9160,استدام,اِسْتَدَامَ,دوم,استدام,0,0,0,0,0
9161,استعاد,اِسْتَعَادَ,عود,استعاد,0,0,0,0,0
9162,استعار,اِسْتَعَارَ,عور,استعار,0,0,0,0,0
9163,استطال,اِسْتَطَالَ,طول,استطال,0,0,0,0,0
9164,استقال,اِسْتَقَالَ,قيل,استقال,0,0,0,0,0
9165,استعان,اِسْتَعَانَ,عون,استعان,0,0,0,0,0
9166,استجاب,اِسْتَجَابَ,جوب,استجاب,0,0,0,0,0
9167,استشار,اِسْتَشَارَ,شور,استشار,0,0,0,0,0
9168,استعاض,اِسْتَعَاضَ,عوض,استعاض,0,0,0,0,0
9169,استقام,اِسْتَقَامَ,قوم,استقام,0,0,0,0,0
9170,استغاث,اِسْتَغَاثَ,غوث,استغاث,0,0,0,0,0
9171,استكان,اِسْتَكَانَ,سكن،كون,استكان,0,1,1,1,0
9172,استراح,اِسْتَرَاحَ,روح,استراح,0,1,1,1,0
9173,استهان,اِسْتَهَانَ,هون,استهان,0,1,1,1,0
9174,استطاع,اِسْتَطَاعَ,طوع,استطاع,0,0,0,0,0
9175,استمال,اِسْتَمَالَ,ميل,استمال,0,0,0,0,0
9176,قاظ,قَاظَ,قيظ,قاظ,1,1,1,1,0
9177,غام,غَامَ,غيم,غام,1,1,1,1,0
9178,طار,طَارَ,طير,طار,1,1,1,1,0
9179,كاد,كَادَ,كيد,كاد,1,0,0,0,0
9180,زاح,زَاحَ,زيح,زاح,1,0,0,0,0
9181,تاه,تَاهَ,تيه,تاه,1,1,1,1,0
9182,ناب,نَابَ,نيب,ناب,1,0,0,0,0
9183,زار,زَارَ,زير,زار,1,0,0,0,0
9184,دان,دَانَ,دين,دان,1,0,0,0,0
9185,باع,بَاعَ,بيع,باع,1,0,0,0,0
9186,عان,عَانَ,عين,عان,1,0,0,0,0
9187,هاد,هَادَ,هيد,هاد,1,0,0,0,0
9188,ذاع,ذَاعَ,ذيع,ذاع,1,1,1,1,0
9189,فاش,فَاشَ,فيش,فاش,1,1,1,1,0
9190,ضار,ضَارَ,ضير,ضار,1,0,0,0,0
9191,دان,دَانَ,دين,دان,1,0,0,0,0
9192,جاش,جَاشَ,جيش,جاش,1,1,1,1,0
9193,حان,حَانَ,حين,حان,1,1,1,1,0
9194,عان,عَانَ,عين,عان,1,0,0,0,0
9195,قال,قَالَ,قيل,قال,1,1,1,1,0
9196,خار,خَارَ,خير,خار,1,0,0,0,0
9197,صاح,صَاحَ,صيح,صاح,1,1,1,1,0
9198,باد,بَادَ,بيد,باد,1,1,1,1,0
9199,خار,خَارَ,خير,خار,1,0,0,0,0
9200,بات,بَاتَ,بيت,بات,1,0,0,0,0
9201,نال,نَالَ,نيل,نال,1,0,0,0,0
9202,راب,رَابَ,ريب,راب,1,0,0,0,0
9203,ساع,سَاعَ,سيع,ساع,1,1,1,1,0
9204,ماح,مَاحَ,ميح,ماح,1,0,0,0,0
9205,داث,دَاثَ,ديث,داث,1,1,1,1,0
9206,شاخ,شَاخَ,شيخ,شاخ,1,1,1,1,0
9207,ساح,سَاحَ,سيح,ساح,1,1,1,1,0
9208,حاف,حَافَ,حيف,حاف,1,1,1,1,0
9209,ذام,ذَامَ,ذيم,ذام,1,0,0,0,0
9210,عاث,عَاثَ,عيث,عاث,1,1,1,1,0
9211,سار,سَارَ,سير,سار,1,0,0,0,0
9212,ساح,سَاحَ,سيح,ساح,1,1,1,1,0
9213,كال,كَالَ,كيل,كال,1,0,0,0,0
9214,قان,قَانَ,قين,قان,1,0,0,0,0
9215,شاد,شَادَ,شيد,شاد,1,0,0,0,0
9216,جاب,جَابَ,جيب,جاب,1,0,0,0,0
9217,ماط,مَاطَ,ميط,ماط,1,0,0,0,0
9218,هام,هَامَ,هيم,هام,1,1,1,1,0
9219,حاق,حَاقَ,حيق,حاق,1,0,0,0,0
9220,ضاع,ضَاعَ,ضيع,ضاع,1,1,1,1,0
9221,شال,شَالَ,شيل,شال,1,0,0,0,0
9222,خات,خَاتَ,خيت,خات,1,0,0,0,0
9223,خاب,خَابَ,خيب,خاب,1,1,1,1,0
9224,ناط,نَاطَ,نيط,ناط,1,1,1,1,0
9225,صاع,صَاعَ,صيع,صاع,1,0,0,0,0
9226,صاف,صَافَ,صيف,صاف,1,0,0,0,0
9227,باض,بَاضَ,بيض,باض,1,1,1,1,0
9228,ضاف,ضَافَ,ضيف,ضاف,1,0,0,0,0
9229,ساغ,سَاغَ,سيغ,ساغ,1,0,0,0,0
9230,عاق,عَاقَ,عيق,عاق,1,0,0,0,0
9231,مال,مَالَ,ميل,مال,1,1,1,1,0
9232,قاع,قَاعَ,قيع,قاع,1,1,1,1,0
9233,راق,رَاقَ,ريق,راق,1,1,1,1,0
9234,راع,رَاعَ,ريع,راع,1,1,1,1,0
9235,زاخ,زَاخَ,زيخ,زاخ,1,1,1,1,0
9236,شاب,شَابَ,شيب,شاب,1,1,1,1,0
9237,راش,رَاشَ,ريش,راش,1,0,0,0,0
9238,زاغ,زَاغَ,زيغ,زاغ,1,1,1,1,0
9239,لاغ,لَاغَ,ليغ,لاغ,1,0,0,0,0
9240,فاض,فَاضَ,فيض,فاض,1,1,1,1,0
9241,ران,رَانَ,رين,ران,1,0,0,0,0
9242,ناع,نَاعَ,نيع,ناع,1,1,1,1,0
9243,لاف,لَافَ,ليف,لاف,1,0,0,0,0
9244,قاص,قَاصَ,قيص,قاص,1,1,1,1,0
9245,عاف,عَافَ,عيف,عاف,1,0,0,0,0
9246,هاف,هَافَ,هيف,هاف,1,1,1,1,0
9247,قاض,قَاضَ,قيض,قاض,1,0,0,0,0
9248,حاد,حَادَ,حيد,حاد,1,1,1,1,0
9249,ضاق,ضَاقَ,ضيق,ضاق,1,1,1,1,0
9250,مال,مَالَ,ميل,مال,1,1,1,1,0
9251,بان,بَانَ,بون,بان,1,1,1,1,0
9252,غاب,غَابَ,غيب,غاب,1,0,0,0,0
9253,عاش,عَاشَ,عيش,عاش,1,0,0,0,0
9254,غار,غَارَ,غير,غار,1,0,0,0,0
9255,زاد,زَادَ,زيد,زاد,1,0,0,0,0
9256,غال,غَالَ,غيل,غال,1,0,0,0,0
9257,طاش,طَاشَ,طيش,طاش,1,1,1,1,0
9258,عاب,عَابَ,عيب,عاب,1,0,0,0,0
9259,بات,بَاتَ,بيت,بات,1,0,0,0,0
9260,فاح,فَاحَ,فيح,فاح,1,1,1,1,0
9261,طان,طَانَ,طين,طان,1,0,0,0,0
9262,حاض,حَاضَ,حيض,حاض,1,1,1,1,0
9263,هال,هَالَ,هيل,هال,1,0,0,0,0
9264,زاف,زَافَ,زيف,زاف,1,0,0,0,0
9265,طاف,طَافَ,طيف,طاف,1,1,1,1,0
9266,شاط,شَاطَ,شيط,شاط,1,1,1,1,0
9267,كال,كَالَ,كيل,كال,1,1,1,1,0
9268,شاح,شَاحَ,شيح,شاح,1,1,1,1,0
9269,غاظ,غَاظَ,غيظ,غاظ,1,1,1,1,0
9270,هاب,هَابَ,هيب,هاب,1,0,0,0,0
9271,قاق,قَاقَ,قيق,قاق,1,1,1,1,0
9272,هاج,هَاجَ,هيج,هاج,1,0,0,0,0
9273,عال,عَالَ,عيل,عال,1,1,1,1,0
9274,شاع,شَاعَ,شيع,شاع,1,0,0,0,0
9275,راث,رَاثَ,ريث,راث,1,1,1,1,0
9276,فال,فَالَ,فيل,فال,1,1,1,1,0
9277,داص,دَاصَ,ديص,داص,1,1,1,1,0
9278,قاس,قَاسَ,قيس,قاس,1,0,0,0,0
9279,كاس,كَاسَ,كيس,كاس,1,0,0,0,0
9280,هاث,هَاثَ,هيث,هاث,1,0,0,0,0
9281,دان,دَانَ,دين,دان,1,1,1,1,0
9282,ماد,مَادَ,ميد,ماد,1,1,1,1,0
9283,هاض,هَاضَ,هيض,هاض,1,0,0,0,0
9284,نار,نَارَ,نير,نار,1,0,0,0,0
9285,زان,زَانَ,زين,زان,1,0,0,0,0
9286,بان,بَانَ,بين,بان,1,1,1,1,0
9287,فاض,فَاضَ,فيض,فاض,1,1,1,1,0
9288,شان,شَانَ,شين,شان,1,0,0,0,0
9289,لان,لَانَ,لين,لان,1,1,1,1,0
9290,ماه,مَاهَ,ميه,ماه,1,0,0,0,0
9291,رام,رَامَ,ريم,رام,1,0,0,0,0
9292,لاه,لَاهَ,ليه,لاه,1,1,1,1,0
9293,خاط,خَاطَ,خيط,خاط,1,0,0,0,0
9294,قاح,قَاحَ,قيح,قاح,1,1,1,1,0
9295,سال,سَالَ,سيل,سال,1,1,1,1,0
9296,كاف,كَافَ,كيف,كاف,1,0,0,0,0
9297,ماع,مَاعَ,ميع,ماع,1,1,1,1,0
9298,لات,لَاتَ,ليت,لات,1,0,0,0,0
9299,هاص,هَاصَ,هيص,هاص,1,0,0,0,0
9300,صاد,صَادَ,صيد,صاد,1,0,0,0,0
9301,غاض,غَاضَ,غيض,غاض,1,1,1,1,0
9302,غاث,غَاثَ,غوث,غاث,1,0,0,0,0
9303,ماس,مَاسَ,ميس,ماس,1,1,1,1,0
9304,ضام,ضَامَ,ضيم,ضام,1,0,0,0,0
9305,طاب,طَابَ,طيب,طاب,1,0,0,0,0
9306,لاق,لَاقَ,ليق,لاق,1,1,1,1,0
9307,هاط,هَاطَ,هيط,هاط,1,1,1,1,0
9308,نال,نَالَ,نول,نال,1,0,0,0,0
9309,فاح,فَاحَ,فيح,فاح,1,1,1,1,0
9310,صار,صَارَ,صير,صار,1,0,0,0,0
9311,دلا,دَلَا,دلو,دلا,1,0,0,0,0
9312,نصا,نَصَا,نصو,نصا,1,0,0,0,0
9313,زجا,زَجَا,زجو,زجا,1,1,1,1,0
9314,طفا,طَفَا,طفو,طفا,1,1,1,1,0
9315,خطا,خَطَا,خطو,خطا,1,0,0,0,0
9316,رصا,رَصَا,رصو,رصا,1,0,0,0,0
9317,شجا,شَجَا,شجو,شجا,1,0,0,0,0
9318,رفا,رَفَا,رفو,رفا,1,0,0,0,0
9319,دجا,دَجَا,دجو,دجا,1,0,0,0,0
9320,خنا,خَنَا,خنو,خنا,1,1,1,1,0
9321,غضا,غَضَا,غضو,غضا,1,1,1,1,0
9322,هبا,هَبَا,هبو,هبا,1,1,1,1,0
9323,ذكا,ذَكَا,ذكو,ذكا,1,0,0,0,0
9324,رها,رَهَا,رهو,رها,1,1,1,1,0
9325,قفا,قَفَا,قفو,قفا,1,0,0,0,0
9326,تلا,تَلَا,تلو,تلا,1,0,0,0,0
9327,صغا,صَغَا,صغو,صغا,1,1,1,1,0
