ID,Unvocalized,Vocalized,Root,Triliteral,Madhi,Mudhori,Amar
286,نمس,نَمَسَ,نمس,1,نَمَسَ,يَنْمِسُ,اِنْمِسْ
287,خطف,خَطِفَ,خطف,1,خَطِفَ,يَخْطِفُ,اِخْطِفْ
288,خصر,خَصِرَ,خصر,1,خَصِرَ,يَخْصِرُ,اِخْصِرْ
289,خضب,خَضِبَ,خضب,1,خَضِبَ,يَخْضِبُ,اِخْضِبْ
290,ضغط,ضَغَطَ,ضغط,1,ضَغَطَ,يَضْغِطُ,اِضْغِطْ
291,حكر,حَكَرَ,حكر,1,حَكَرَ,يَحْكِرُ,اِحْكِرْ
292,خلف,خَلِفَ,خلف,1,خَلِفَ,يَخْلِفُ,اِخْلِفْ
293,صنع,صَنَعَ,صنع,1,صَنَعَ,يَصْنِعُ,اِصْنِعْ
294,قطم,قَطِمَ,قطم,1,قَطِمَ,يَقْطِمُ,اِقْطِمْ
295,دعم,دَعَمَ,دعم,1,دَعَمَ,يَدْعِمُ,اِدْعِمْ
296,حفل,حَفَلَ,حفل,1,حَفَلَ,يَحْفِلُ,اِحْفِلْ
297,طلح,طَلِحَ,طلح,1,طَلِحَ,يَطْلِحُ,اِطْلِحْ
298,خصم,خَصَمَ,خصم,1,خَصَمَ,يَخْصِمُ,اِخْصِمْ
299,سخط,سَخِطَ,سخط,1,سَخِطَ,يَسْخِطُ,اِسْخِطْ
300,خطل,خَطِلَ,خطل,1,خَطِلَ,يَخْطِلُ,اِخْطِلْ
301,خنس,خَنَسَ,خنس,1,خَنَسَ,يَخْنِسُ,اِخْنِسْ
302,خور,خَوِرَ,خور,1,خَوِرَ,يَخْوِرُ,اِخْوِرْ
303,سنم,سَنِمَ,سنم,1,سَنِمَ,يَسْنِمُ,اِسْنِمْ
304,كنس,كَنَسَ,كنس,1,كَنَسَ,يَكْنِسُ,اِكْنِسْ
305,زعر,زَعِرَ,زعر,1,زَعِرَ,يَزْعِرُ,اِزْعِرْ
306,كبس,كَبِسَ,كبس,1,كَبِسَ,يَكْبِسُ,اِكْبِسْ
307,دجر,دَجِرَ,دجر,1,دَجِرَ,يَدْجِرُ,اِدْجِرْ
308,عمد,عَمِدَ,عمد,1,عَمِدَ,يَعْمِدُ,اِعْمِدْ
309,صبح,صَبِحَ,صبح,1,صَبِحَ,يَصْبِحُ,اِصْبِحْ
310,قرط,قَرِطَ,قرط,1,قَرِطَ,يَقْرِطُ,اِقْرِطْ
311,دمن,دَمِنَ,دمن,1,دَمِنَ,يَدْمِنُ,اِدْمِنْ
312,دبر,دَبِرَ,دبر,1,دَبِرَ,يَدْبِرُ,اِدْبِرْ
313,دبش,دَبَشَ,دبش,1,دَبَشَ,يَدْبِشُ,اِدْبِشْ
314,نهك,نَهَكَ,نهك,1,نَهَكَ,يَنْهِكُ,اِنْهِكْ
315,شخص,شَخَصَ,شخص,1,شَخَصَ,يَشْخِصُ,اِشْخِصْ
316,هدم,هَدَمَ,هدم,1,هَدَمَ,يَهْدِمُ,اِهْدِمْ
317,دخل,دَخِلَ,دخل,1,دَخِلَ,يَدْخِلُ,اِدْخِلْ
318,نهك,نَهِكَ,نهك,1,نَهِكَ,يَنْهِكُ,اِنْهِكْ
319,نهم,نَهَمَ,نهم,1,نَهَمَ,يَنْهِمُ,اِنْهِمْ
320,حرب,حَرِبَ,حرب,1,حَرِبَ,يَحْرِبُ,اِحْرِبْ
321,دحس,دَحِسَ,دحس,1,دَحِسَ,يَدْحِسُ,اِدْحِسْ
322,دعك,دَعِكَ,دعك,1,دَعِكَ,يَدْعِكُ,اِدْعِكْ
323,نبذ,نَبَذَ,نبذ,1,نَبَذَ,يَنْبِذُ,اِنْبِذْ
324,كنز,كَنَزَ,كنز,1,كَنَزَ,يَكْنِزُ,اِكْنِزْ
325,يقن,يَقِنَ,يقن,1,يَقِنَ,يَيْقِنُ,اِيقِنْ
326,قرن,قَرَنَ,قرن,1,قَرَنَ,يَقْرِنُ,اِقْرِنْ
327,فطم,فَطَمَ,فطم,1,فَطَمَ,يَفْطِمُ,اِفْطِمْ
328,رمد,رَمِدَ,رمد,1,رَمِدَ,يَرْمِدُ,اِرْمِدْ
329,زعق,زَعِقَ,زعق,1,زَعِقَ,يَزْعِقُ,اِزْعِقْ
330,دعس,دَعَسَ,دعس,1,دَعَسَ,يَدْعِسُ,اِدْعِسْ
331,شمخ,شَمَخَ,شمخ,1,شَمَخَ,يَشْمِخُ,اِشْمِخْ
332,رقش,رَقِشَ,رقش,1,رَقِشَ,يَرْقِشُ,اِرْقِشْ
333,دعص,دَعَصَ,دعص,1,دَعَصَ,يَدْعِصُ,اِدْعِصْ
334,كفل,كَفِلَ,كفل,1,كَفِلَ,يَكْفِلُ,اِكْفِلْ
335,خسف,خَسَفَ,خسف,1,خَسَفَ,يَخْسِفُ,اِخْسِفْ
336,ثلم,ثَلِمَ,ثلم,1,ثَلِمَ,يَثْلِمُ,اِثْلِمْ
337,قرق,قَرَقَ,قرق,1,قَرَقَ,يَقْرِقُ,اِقْرِقْ
338,كسف,كَسَفَ,كسف,1,كَسَفَ,يَكْسِفُ,اِكْسِفْ
339,فرع,فَرِعَ,فرع,1,فَرِعَ,يَفْرِعُ,اِفْرِعْ
340,خسر,خَسِرَ,خسر,1,خَسِرَ,يَخْسِرُ,اِخْسِرْ
341,مهر,مَهَرَ,مهر,1,مَهَرَ,يَمْهِرُ,اِمْهِرْ
342,دغم,دَغِمَ,دغم,1,دَغِمَ,يَدْغِمُ,اِدْغِمْ
343,دلع,دَلَعَ,دلع,1,دَلَعَ,يَدْلِعُ,اِدْلِعْ
344,نخب,نَخِبَ,نخب,1,نَخِبَ,يَنْخِبُ,اِنْخِبْ
345,دغم,دَغِمَ,دغم,1,دَغِمَ,يَدْغِمُ,اِدْغِمْ
346,درع,دَرِعَ,درع,1,دَرِعَ,يَدْرِعُ,اِدْرِعْ
347,دغص,دَغِصَ,دغص,1,دَغِصَ,يَدْغِصُ,اِدْغِصْ
348,كمن,كَمِنَ,كمن,1,كَمِنَ,يَكْمِنُ,اِكْمِنْ
349,دسق,دَسِقَ,دسق,1,دَسِقَ,يَدْسِقُ,اِدْسِقْ
350,حفظ,حَفِظَ,حفظ,1,حَفِظَ,يَحْفِظُ,اِحْفِظْ
351,درم,دَرِمَ,درم,1,دَرِمَ,يَدْرِمُ,اِدْرِمْ
352,دفع,دَفَعَ,دفع,1,دَفَعَ,يَدْفِعُ,اِدْفِعْ
353,شهم,شَهَمَ,شهم,1,شَهَمَ,يَشْهِمُ,اِشْهِمْ
354,درم,دَرَمَ,درم,1,دَرَمَ,يَدْرِمُ,اِدْرِمْ
355,سفع,سَفَعَ,سفع,1,سَفَعَ,يَسْفِعُ,اِسْفِعْ
356,جدل,جَدَلَ,جدل,1,جَدَلَ,يَجْدِلُ,اِجْدِلْ
357,ربذ,رَبِذَ,ربذ,1,رَبِذَ,يَرْبِذُ,اِرْبِذْ
358,ملط,مَلِطَ,ملط,1,مَلِطَ,يَمْلِطُ,اِمْلِطْ
359,ذعف,ذَعَفَ,ذعف,1,ذَعَفَ,يَذْعِفُ,اِذْعِفْ
360,ذعف,ذَعَفَ,ذعف,1,ذَعَفَ,يَذْعِفُ,اِذْعِفْ
361,نقم,نَقِمَ,نقم,1,نَقِمَ,يَنْقِمُ,اِنْقِمْ
362,جدل,جَدِلَ,جدل,1,جَدِلَ,يَجْدِلُ,اِجْدِلْ
363,جدر,جَدِرَ,جدر,1,جَدِرَ,يَجْدِرُ,اِجْدِرْ
364,نصح,نَصَحَ,نصح,1,نَصَحَ,يَنْصِحُ,اِنْصِحْ
365,ذهن,ذَهِنَ,ذهل,1,ذَهِنَ,يَذْهِنُ,اِذْهِنْ
366,جبه,جَبِهَ,جبه,1,جَبِهَ,يَجْبِهُ,اِجْبِهْ
367,جدف,جَدَفَ,جدف,1,جَدَفَ,يَجْدِفُ,اِجْدِفْ
368,ركب,رَكِبَ,ركب,1,رَكِبَ,يَرْكِبُ,اِرْكِبْ
369,رتج,رَتِجَ,رتج,1,رَتِجَ,يَرْتِجُ,اِرْتِجْ
370,رتق,رَتِقَ,رتق,1,رَتِقَ,يَرْتِقُ,اِرْتِقْ
371,نخر,نَخِرَ,نخر,1,نَخِرَ,يَنْخِرُ,اِنْخِرْ
372,رثم,رَثَمَ,رثم,1,رَثَمَ,يَرْثِمُ,اِرْثِمْ
373,نزح,نَزَحَ,نزح,1,نَزَحَ,يَنْزِحُ,اِنْزِحْ
374,رجب,رَجِبَ,رجب,1,رَجِبَ,يَرْجِبُ,اِرْجِبْ
375,هزم,هَزَمَ,هزم,1,هَزَمَ,يَهْزِمُ,اِهْزِمْ
376,همز,هَمَزَ,همز,1,هَمَزَ,يَهْمِزُ,اِهْمِزْ
377,كرز,كَرَزَ,كرز,1,كَرَزَ,يَكْرِزُ,اِكْرِزْ
378,قبح,قَبَحَ,قبح,1,قَبَحَ,يَقْبِحُ,اِقْبِحْ
379,لسن,لَسِنَ,لسن,1,لَسِنَ,يَلْسِنُ,اِلْسِنْ
380,رجل,رَجِلَ,رجل,1,رَجِلَ,يَرْجِلُ,اِرْجِلْ
381,رجس,رَجِسَ,رجس,1,رَجِسَ,يَرْجِسُ,اِرْجِسْ
382,غرد,غَرِدَ,غرد,1,غَرِدَ,يَغْرِدُ,اِغْرِدْ
383,شرم,شَرَمَ,شرم,1,شَرَمَ,يَشْرِمُ,اِشْرِمْ
384,حسك,حَسِكَ,حسك,1,حَسِكَ,يَحْسِكُ,اِحْسِكْ
385,ثلب,ثَلَبَ,ثلب,1,ثَلَبَ,يَثْلِبُ,اِثْلِبْ
386,نعم,نَعِمَ,نعم,1,نَعِمَ,يَنْعِمُ,اِنْعِمْ
387,جبذ,جَبَذَ,جبذ,1,جَبَذَ,يَجْبِذُ,اِجْبِذْ
388,فره,فَرِهَ,فره,1,فَرِهَ,يَفْرِهُ,اِفْرِهْ
389,جمع,جَمَعَ,جمع,1,جَمَعَ,يَجْمِعُ,اِجْمِعْ
390,جنب,جَنَبَ,جنب,1,جَنَبَ,يَجْنِبُ,اِجْنِبْ
391,كبش,كَبَشَ,كبش,1,كَبَشَ,يَكْبِشُ,اِكْبِشْ
392,جشع,جَشِعَ,جشع,1,جَشِعَ,يَجْشِعُ,اِجْشِعْ
393,كرش,كَرِشَ,كرش,1,كَرِشَ,يَكْرِشُ,اِكْرِشْ
394,جعل,جَعَلَ,جعل,1,جَعَلَ,يَجْعِلُ,اِجْعِلْ
395,جدع,جَدَعَ,جدع,1,جَدَعَ,يَجْدِعُ,اِجْدِعْ
396,جذم,جَذِمَ,جذم,1,جَذِمَ,يَجْذِمُ,اِجْذِمْ
397,خنف,خَنِفَ,خنف,1,خَنِفَ,يَخْنِفُ,اِخْنِفْ
398,جذع,جَذَعَ,جذع,1,جَذَعَ,يَجْذِعُ,اِجْذِعْ
399,سعف,سَعِفَ,سعف,1,سَعِفَ,يَسْعِفُ,اِسْعِفْ
400,فسد,فَسَدَ,فسد,1,فَسَدَ,يَفْسِدُ,اِفْسِدْ
401,حلم,حَلِمَ,حلم,1,حَلِمَ,يَحْلِمُ,اِحْلِمْ
402,جذف,جَذَفَ,جذف,1,جَذَفَ,يَجْذِفُ,اِجْذِفْ
403,ثقف,ثَقِفَ,ثقف,1,ثَقِفَ,يَثْقِفُ,اِثْقِفْ
404,جرد,جَرِدَ,جرد,1,جَرِدَ,يَجْرِدُ,اِجْرِدْ
405,فقر,فَقِرَ,فقر,1,فَقِرَ,يَفْقِرُ,اِفْقِرْ
406,جذل,جَذِلَ,جذل,1,جَذِلَ,يَجْذِلُ,اِجْذِلْ
407,رغم,رَغَمَ,رغم,1,رَغَمَ,يَرْغِمُ,اِرْغِمْ
408,جزع,جَزِعَ,جزع,1,جَزِعَ,يَجْزِعُ,اِجْزِعْ
409,رهب,رَهِبَ,رهب,1,رَهِبَ,يَرْهِبُ,اِرْهِبْ
410,رهص,رَهِصَ,رهص,1,رَهِصَ,يَرْهِصُ,اِرْهِصْ
411,نطس,نَطِسَ,نطس,1,نَطِسَ,يَنْطِسُ,اِنْطِسْ
412,ركع,رَكَعَ,ركع,1,رَكَعَ,يَرْكِعُ,اِرْكِعْ
413,رمد,رَمَدَ,رمد,1,رَمَدَ,يَرْمِدُ,اِرْمِدْ
414,عقص,عَقَصَ,عقص,1,عَقَصَ,يَعْقِصُ,اِعْقِصْ
415,رمش,رَمِشَ,رمش,1,رَمِشَ,يَرْمِشُ,اِرْمِشْ
416,رغف,رَغَفَ,رغف,1,رَغَفَ,يَرْغِفُ,اِرْغِفْ
417,كشح,كَشِحَ,كشح,1,كَشِحَ,يَكْشِحُ,اِكْشِحْ
418,ذرح,ذَرَحَ,ذرح,1,ذَرَحَ,يَذْرِحُ,اِذْرِحْ
419,رعن,رَعِنَ,رعن,1,رَعِنَ,يَرْعِنُ,اِرْعِنْ
420,سمح,سَمَحَ,سمح,1,سَمَحَ,يَسْمِحُ,اِسْمِحْ
421,رفد,رَفَدَ,رفد,1,رَفَدَ,يَرْفِدُ,اِرْفِدْ
422,دهك,دَهَكَ,دهك,1,دَهَكَ,يَدْهِكُ,اِدْهِكْ
423,ردح,رَدَحَ,ردح,1,رَدَحَ,يَرْدِحُ,اِرْدِحْ
424,رزح,رَزَحَ,رزح,1,رَزَحَ,يَرْزِحُ,اِرْزِحْ
425,جهر,جَهَرَ,جهر,1,جَهَرَ,يَجْهِرُ,اِجْهِرْ
426,رذل,رَذِلَ,رذل,1,رَذِلَ,يَرْذِلُ,اِرْذِلْ
427,نعس,نَعَسَ,نعس,1,نَعَسَ,يَنْعِسُ,اِنْعِسْ
428,فعم,فَعِمَ,فعم,1,فَعِمَ,يَفْعِمُ,اِفْعِمْ
429,نصب,نَصِبَ,نصب,1,نَصِبَ,يَنْصِبُ,اِنْصِبْ
430,ركن,رَكِنَ,ركن,1,رَكِنَ,يَرْكِنُ,اِرْكِنْ
431,رمح,رَمَحَ,رمح,1,رَمَحَ,يَرْمِحُ,اِرْمِحْ
432,رشح,رَشَحَ,رشح,1,رَشَحَ,يَرْشِحُ,اِرْشِحْ
433,بشر,بَشِرَ,بشر,1,بَشِرَ,يَبْشِرُ,اِبْشِرْ
434,خشب,خَشِبَ,خشب,1,خَشِبَ,يَخْشِبُ,اِخْشِبْ
435,حرش,حَرِشَ,حرش,1,حَرِشَ,يَحْرِشُ,اِحْرِشْ
436,قنع,قَنِعَ,قنع,1,قَنِعَ,يَقْنِعُ,اِقْنِعْ
437,دمث,دَمِثَ,دمث,1,دَمِثَ,يَدْمِثُ,اِدْمِثْ
438,دمس,دَمَسَ,دمس,1,دَمَسَ,يَدْمِسُ,اِدْمِسْ
439,رفش,رَفِشَ,رفش,1,رَفِشَ,يَرْفِشُ,اِرْفِشْ
440,دله,دَلِهَ,دله,1,دَلِهَ,يَدْلِهُ,اِدْلِهْ
441,دمغ,دَمَغَ,دمغ,1,دَمَغَ,يَدْمِغُ,اِدْمِغْ
442,قود,قَوِدَ,قود,1,قَوِدَ,يَقْوِدُ,اِقْوِدْ
443,رعش,رَعَشَ,رعش,1,رَعَشَ,يَرْعِشُ,اِرْعِشْ
444,مرد,مَرِدَ,مرد,1,مَرِدَ,يَمْرِدُ,اِمْرِدْ
445,دهس,دَهِسَ,دهس,1,دَهِسَ,يَدْهِسُ,اِدْهِسْ
446,لغد,لَغَدَ,لغد,1,لَغَدَ,يَلْغِدُ,اِلْغِدْ
447,دهش,دَهَشَ,دهش,1,دَهَشَ,يَدْهِشُ,اِدْهِشْ
448,دهش,دَهِشَ,دهش,1,دَهِشَ,يَدْهِشُ,اِدْهِشْ
449,لحف,لَحَفَ,لحف,1,لَحَفَ,يَلْحِفُ,اِلْحِفْ
450,قفص,قَفِصَ,قفص,1,قَفِصَ,يَقْفِصُ,اِقْفِصْ
451,سطع,سَطِعَ,سطع,1,سَطِعَ,يَسْطِعُ,اِسْطِعْ
452,ذبر,ذَبَرَ,ذبر,1,ذَبَرَ,يَذْبِرُ,اِذْبِرْ
453,عفن,عَفَنَ,عفن,1,عَفَنَ,يَعْفِنُ,اِعْفِنْ
454,عشب,عَشِبَ,عشب,1,عَشِبَ,يَعْشِبُ,اِعْشِبْ
455,رفع,رَفَعَ,رفع,1,رَفَعَ,يَرْفِعُ,اِرْفِعْ
456,صحب,صَحِبَ,صحب,1,صَحِبَ,يَصْحِبُ,اِصْحِبْ
457,ذخر,ذَخَرَ,ذخر,1,ذَخَرَ,يَذْخِرُ,اِذْخِرْ
458,ذرف,ذَرَفَ,ذرف,1,ذَرَفَ,يَذْرِفُ,اِذْرِفْ
459,عصم,عَصَمَ,عصم,1,عَصَمَ,يَعْصِمُ,اِعْصِمْ
460,دهم,دَهَمَ,دهم,1,دَهَمَ,يَدْهِمُ,اِدْهِمْ
461,خلص,خَلِصَ,خلص,1,خَلِصَ,يَخْلِصُ,اِخْلِصْ
462,دوش,دَوِشَ,دوش,1,دَوِشَ,يَدْوِشُ,اِدْوِشْ
463,شظف,شَظِفَ,شظف,1,شَظِفَ,يَشْظِفُ,اِشْظِفْ
464,شمل,شَمِلَ,شمل,1,شَمِلَ,يَشْمِلُ,اِشْمِلْ
465,زمن,زَمِنَ,زمن,1,زَمِنَ,يَزْمِنُ,اِزْمِنْ
466,طبع,طَبَعَ,طبع,1,طَبَعَ,يَطْبِعُ,اِطْبِعْ
467,محق,مَحَقَ,محق,1,مَحَقَ,يَمْحِقُ,اِمْحِقْ
468,ربث,رَبَثَ,ربث,1,رَبَثَ,يَرْبِثُ,اِرْبِثْ
469,درج,دَرِجَ,درج,1,دَرِجَ,يَدْرِجُ,اِدْرِجْ
470,نجس,نَجِسَ,نجس,1,نَجِسَ,يَنْجِسُ,اِنْجِسْ
471,بخس,بَخَسَ,بخس,1,بَخَسَ,يَبْخِسُ,اِبْخِسْ
472,ضبن,ضَبِنَ,ضبن,1,ضَبِنَ,يَضْبِنُ,اِضْبِنْ
473,علب,عَلِبَ,علب,1,عَلِبَ,يَعْلِبُ,اِعْلِبْ
474,حنف,حَنَفَ,حنف,1,حَنَفَ,يَحْنِفُ,اِحْنِفْ
475,حقب,حَقِبَ,حقب,1,حَقِبَ,يَحْقِبُ,اِحْقِبْ
476,صحن,صَحَنَ,صحن,1,صَحَنَ,يَصْحِنُ,اِصْحِنْ
477,نهش,نَهَشَ,نهش,1,نَهَشَ,يَنْهِشُ,اِنْهِشْ
478,ظهر,ظَهِرَ,ظهر,1,ظَهِرَ,يَظْهِرُ,اِظْهِرْ
479,حضر,حَضِرَ,حضر,1,حَضِرَ,يَحْضِرُ,اِحْضِرْ
480,قضم,قَضَمَ,قضم,1,قَضَمَ,يَقْضِمُ,اِقْضِمْ
481,غرز,غَرَزَ,غرز,1,غَرَزَ,يَغْرِزُ,اِغْرِزْ
482,فجع,فَجَعَ,فجع,1,فَجَعَ,يَفْجِعُ,اِفْجِعْ
483,عدس,عَدَسَ,عدس,1,عَدَسَ,يَعْدِسُ,اِعْدِسْ
484,نفر,نَفَرَ,نفر,1,نَفَرَ,يَنْفِرُ,اِنْفِرْ
485,كبل,كَبَلَ,كبل,1,كَبَلَ,يَكْبِلُ,اِكْبِلْ
486,محك,مَحَكَ,محك,1,مَحَكَ,يَمْحِكُ,اِمْحِكْ
487,حتم,حَتَمَ,حتم,1,حَتَمَ,يَحْتِمُ,اِحْتِمْ
488,عصب,عَصَبَ,عصب,1,عَصَبَ,يَعْصِبُ,اِعْصِبْ
489,فلح,فَلِحَ,فلح,1,فَلِحَ,يَفْلِحُ,اِفْلِحْ
490,دحص,دَحَصَ,دحص,1,دَحَصَ,يَدْحِصُ,اِدْحِصْ
491,سنح,سَنَحَ,سنح,1,سَنَحَ,يَسْنِحُ,اِسْنِحْ
492,زعج,زَعَجَ,زعج,1,زَعَجَ,يَزْعِجُ,اِزْعِجْ
493,حسر,حَسِرَ,حسر,1,حَسِرَ,يَحْسِرُ,اِحْسِرْ
494,طفل,طَفِلَ,طفل,1,طَفِلَ,يَطْفِلُ,اِطْفِلْ
495,شرب,شَرَبَ,شرب,1,شَرَبَ,يَشْرِبُ,اِشْرِبْ
496,نبه,نَبِهَ,نبه,1,نَبِهَ,يَنْبِهُ,اِنْبِهْ
497,طرش,طَرِشَ,طرش,1,طَرِشَ,يَطْرِشُ,اِطْرِشْ
498,ضمن,ضَمِنَ,ضمن,1,ضَمِنَ,يَضْمِنُ,اِضْمِنْ
499,خصف,خَصِفَ,خصف,1,خَصِفَ,يَخْصِفُ,اِخْصِفْ
500,غرز,غَرِزَ,غرز,1,غَرِزَ,يَغْرِزُ,اِغْرِزْ
501,فدح,فَدَحَ,فدح,1,فَدَحَ,يَفْدِحُ,اِفْدِحْ
502,رغن,رَغَنَ,رغن,1,رَغَنَ,يَرْغِنُ,اِرْغِنْ
503,ترح,تَرِحَ,ترح,1,تَرِحَ,يَتْرِحُ,اِتْرِحْ
504,شذب,شَذَبَ,شذب,1,شَذَبَ,يَشْذِبُ,اِشْذِبْ
505,نحط,نَحَطَ,نحط,1,نَحَطَ,يَنْحِطُ,اِنْحِطْ
506,خضر,خَضِرَ,خضر,1,خَضِرَ,يَخْضِرُ,اِخْضِرْ
507,رفه,رَفَهَ,رفه,1,رَفَهَ,يَرْفِهُ,اِرْفِهْ
508,قور,قَوِرَ,قور,1,قَوِرَ,يَقْوِرُ,اِقْوِرْ
509,ذعر,ذَعَرَ,ذعر,1,ذَعَرَ,يَذْعِرُ,اِذْعِرْ
510,سقف,سَقِفَ,سقف,1,سَقِفَ,يَسْقِفُ,اِسْقِفْ
511,دحض,دَحَضَ,دحض,1,دَحَضَ,يَدْحِضُ,اِدْحِضْ
512,حرج,حَرِجَ,حرج,1,حَرِجَ,يَحْرِجُ,اِحْرِجْ
513,بهج,بَهَجَ,بهج,1,بَهَجَ,يَبْهِجُ,اِبْهِجْ
514,متع,مَتَعَ,متع,1,مَتَعَ,يَمْتِعُ,اِمْتِعْ
515,قبع,قَبَعَ,قبع,1,قَبَعَ,يَقْبِعُ,اِقْبِعْ
516,قبل,قَبِلَ,قبل,1,قَبِلَ,يَقْبِلُ,اِقْبِلْ
517,فصم,فَصَمَ,فصم,1,فَصَمَ,يَفْصِمُ,اِفْصِمْ
518,عكش,عَكِشَ,عكش,1,عَكِشَ,يَعْكِشُ,اِعْكِشْ
519,لطم,لَطَمَ,لطم,1,لَطَمَ,يَلْطِمُ,اِلْطِمْ
520,نظم,نَظَمَ,نظم,1,نَظَمَ,يَنْظِمُ,اِنْظِمْ
521,فتن,فَتَنَ,فتن,1,فَتَنَ,يَفْتِنُ,اِفْتِنْ
522,فتك,فَتَكَ,فتك,1,فَتَكَ,يَفْتِكُ,اِفْتِكْ
523,عرم,عَرِمَ,عرم,1,عَرِمَ,يَعْرِمُ,اِعْرِمْ
524,صقع,صَقَعَ,صقع,1,صَقَعَ,يَصْقِعُ,اِصْقِعْ
525,دجم,دَجِمَ,دجم,1,دَجِمَ,يَدْجِمُ,اِدْجِمْ
526,فطح,فَطِحَ,فطح,1,فَطِحَ,يَفْطِحُ,اِفْطِحْ
527,سفع,سَفِعَ,سفع,1,سَفِعَ,يَسْفِعُ,اِسْفِعْ
528,جلخ,جَلَخَ,جلخ,1,جَلَخَ,يَجْلِخُ,اِجْلِخْ
529,شغف,شَغِفَ,شغف,1,شَغِفَ,يَشْغِفُ,اِشْغِفْ
530,خشم,خَشِمَ,خشم,1,خَشِمَ,يَخْشِمُ,اِخْشِمْ
531,زمع,زَمِعَ,زمع,1,زَمِعَ,يَزْمِعُ,اِزْمِعْ
532,نشف,نَشِفَ,نشف,1,نَشِفَ,يَنْشِفُ,اِنْشِفْ
533,سبح,سَبَحَ,سبح,1,سَبَحَ,يَسْبِحُ,اِسْبِحْ
534,سبخ,سَبِخَ,سبخ,1,سَبِخَ,يَسْبِخُ,اِسْبِخْ
535,سفه,سَفَهَ,سفه,1,سَفَهَ,يَسْفِهُ,اِسْفِهْ
536,ذهب,ذَهَبَ,ذهب,1,ذَهَبَ,يَذْهِبُ,اِذْهِبْ
537,ضعف,ضَعَفَ,ضعف,1,ضَعَفَ,يَضْعِفُ,اِضْعِفْ
538,زعط,زَعَطَ,زعط,1,زَعَطَ,يَزْعِطُ,اِزْعِطْ
539,دحر,دَحَرَ,دحر,1,دَحَرَ,يَدْحِرُ,اِدْحِرْ
540,نحس,نَحِسَ,نحس,1,نَحِسَ,يَنْحِسُ,اِنْحِسْ
541,روح,رَوِحَ,روح,1,رَوِحَ,يَرْوِحُ,اِرْوِحْ
542,زمع,زَمَعَ,زمع,1,زَمَعَ,يَزْمِعُ,اِزْمِعْ
543,جلب,جَلَبَ,جلب,1,جَلَبَ,يَجْلِبُ,اِجْلِبْ
544,رهف,رَهَفَ,رهف,1,رَهَفَ,يَرْهِفُ,اِرْهِفْ
545,سمع,سَمِعَ,سمع,1,سَمِعَ,يَسْمِعُ,اِسْمِعْ
546,شجب,شَجِبَ,شجب,1,شَجِبَ,يَشْجِبُ,اِشْجِبْ
547,نهر,نَهَرَ,نهر,1,نَهَرَ,يَنْهِرُ,اِنْهِرْ
548,مصح,مَصَحَ,مصح,1,مَصَحَ,يَمْصِحُ,اِمْصِحْ
549,طعن,طَعَنَ,طعن,1,طَعَنَ,يَطْعِنُ,اِطْعِنْ
550,ثرب,ثَرَبَ,ثرب,1,ثَرَبَ,يَثْرِبُ,اِثْرِبْ
551,فخر,فَخَرَ,فخر,1,فَخَرَ,يَفْخِرُ,اِفْخِرْ
552,مهل,مَهَلَ,مهل,1,مَهَلَ,يَمْهِلُ,اِمْهِلْ
553,جهل,جَهِلَ,جهل,1,جَهِلَ,يَجْهِلُ,اِجْهِلْ
554,نغم,نَغِمَ,نغم,1,نَغِمَ,يَنْغِمُ,اِنْغِمْ
555,نشم,نَشِمَ,نشم,1,نَشِمَ,يَنْشِمُ,اِنْشِمْ
556,نكد,نَكِدَ,نكد,1,نَكِدَ,يَنْكِدُ,اِنْكِدْ
557,ذعر,ذَعِرَ,ذعر,1,ذَعِرَ,يَذْعِرُ,اِذْعِرْ
558,رضف,رَضَفَ,رضف,1,رَضَفَ,يَرْضِفُ,اِرْضِفْ
559,قمل,قَمِلَ,قمل,1,قَمِلَ,يَقْمِلُ,اِقْمِلْ
560,فرك,فَرَكَ,فرك,1,فَرَكَ,يَفْرِكُ,اِفْرِكْ
561,غصن,غَصَنَ,غصن,1,غَصَنَ,يَغْصِنُ,اِغْصِنْ
562,دفن,دَفَنَ,دفن,1,دَفَنَ,يَدْفِنُ,اِدْفِنْ
563,همس,هَمَسَ,همس,1,هَمَسَ,يَهْمِسُ,اِهْمِسْ
